ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	SPOT_ID
16987361	0.907346	5.49e-01	0.60700404	-5.73343	6.51e-02		ENST00000380009
16940503	0.907346	5.49e-01	0.60698604	-5.73344	8.92e-02		ENST00000320211
16889251	0.907346	5.49e-01	0.60696025	-5.73345	4.79e-02	NM_152524	
16787469	0.907346	5.49e-01	0.60693678	-5.73347	7.53e-02		ENST00000557007
16848807	0.907346	5.49e-01	0.60686653	-5.73351	5.83e-02		ENST00000392564
17047384	0.907346	5.49e-01	-0.60686314	-5.73351	-8.30e-02	NR_033322	
16924097	0.907346	5.49e-01	-0.60676484	-5.73357	-3.16e-02		TCONS_00029072-XLOC_013994
16767618	0.907346	5.49e-01	0.60675209	-5.73357	5.53e-02		ENST00000547563
16904315	0.907346	5.49e-01	-0.60674831	-5.73358	-5.51e-02	NM_002054	
16790026	0.907346	5.49e-01	0.60672566	-5.73359	1.08e-01	NM_001109997	
16716870	0.907346	5.49e-01	0.60672236	-5.73359	5.46e-02	NM_015631	
16849744	0.907346	5.49e-01	-0.60669047	-5.73361	-1.18e-01	NR_031652	
16776798	0.907346	5.49e-01	0.60664134	-5.73364	8.82e-02	NM_000504	
16852979	0.907346	5.49e-01	0.60662793	-5.73365	6.41e-02		TCONS_00026354-XLOC_012707
16959805	0.907346	5.49e-01	-0.60659274	-5.73367	-6.70e-02	NM_002899	
17025403	0.907346	5.49e-01	-0.60655739	-5.73369	-6.69e-02		TCONS_00012350-XLOC_005905
17022588	0.907346	5.49e-01	0.60653085	-5.7337	5.03e-02		ENST00000368911
17001974	0.907346	5.49e-01	0.60651001	-5.73371	3.58e-02		ENST00000410376
16725146	0.907346	5.50e-01	-0.60647777	-5.73373	-4.60e-02		ENST00000534388
16840693	0.907346	5.50e-01	0.60644063	-5.73375	7.91e-02		ENST00000415124
17123940	0.907346	5.50e-01	0.60643672	-5.73376	5.21e-02		--rescue
16929625	0.907346	5.50e-01	0.60641386	-5.73377	2.32e-01	NM_030642	
16656487	0.907346	5.50e-01	-0.60634881	-5.73381	-1.13e-01		--normgene->intron
16747098	0.907346	5.50e-01	0.60633941	-5.73381	5.72e-02		ENST00000252318
16973149	0.907346	5.50e-01	-0.60631369	-5.73383	-1.07e-01		TCONS_00008375-XLOC_003830
16691783	0.907346	5.50e-01	-0.6062889	-5.73384	-1.07e-01		TCONS_00000629-XLOC_000995
16903491	0.907346	5.50e-01	0.60628085	-5.73385	6.45e-02	NM_001254738	
16734826	0.907346	5.50e-01	0.60628081	-5.73385	4.42e-02		TCONS_00019166-XLOC_009364
16889706	0.907346	5.50e-01	-0.60626835	-5.73385	-8.75e-02		--normgene->exon
17057861	0.907346	5.50e-01	0.60625787	-5.73386	4.59e-02		TCONS_00013172-XLOC_006445
16735930	0.907346	5.50e-01	0.60625249	-5.73386	1.06e-01		ENST00000526953
17119822	0.907346	5.50e-01	0.60625209	-5.73386	7.88e-02		--rescue
17043090	0.907346	5.50e-01	-0.60619133	-5.7339	-4.55e-02		ENST00000423194
16939558	0.907346	5.50e-01	0.60617443	-5.73391	4.53e-02	NM_001904	
16683781	0.907346	5.50e-01	0.60614146	-5.73393	9.57e-02		ENST00000433939
16877307	0.907346	5.50e-01	0.60613452	-5.73393	9.74e-02	NR_036072	
16874193	0.907346	5.50e-01	-0.60609143	-5.73396	-1.29e-01	NM_033377	
16653645	0.907346	5.50e-01	0.60606965	-5.73397	1.37e-01		--normgene->intron
17125170	0.907346	5.50e-01	0.60605329	-5.73398	6.61e-02		--rescue
17006666	0.907346	5.50e-01	0.60600842	-5.734	7.10e-02	NM_205837	
16748835	0.907346	5.50e-01	-0.60600315	-5.73401	-4.92e-02	NM_004570	
16753994	0.907346	5.50e-01	-0.60599292	-5.73401	-5.29e-02	NM_022456	
16781386	0.907346	5.50e-01	0.60594846	-5.73404	9.21e-02		TCONS_l2_00007611-XLOC_l2_004120
16901537	0.907346	5.50e-01	-0.60593067	-5.73405	-7.41e-02	NR_024439	
17062479	0.907346	5.50e-01	0.60590819	-5.73406	5.88e-02	NM_001136002	
16967682	0.907346	5.50e-01	0.60590158	-5.73406	1.31e-01		ENST00000388104
16760139	0.907346	5.50e-01	-0.60588775	-5.73407	-6.51e-02		TCONS_00020680-XLOC_009986
16782862	0.907346	5.50e-01	0.6058812	-5.73408	7.94e-02	NM_025081	
16854222	0.907346	5.50e-01	0.60586558	-5.73409	5.52e-02		ENST00000408436
16699003	0.907346	5.50e-01	0.60583696	-5.7341	8.29e-02		TCONS_00001801-XLOC_001190
16780621	0.907346	5.50e-01	-0.60581772	-5.73411	-8.34e-02		ENST00000459208
17089593	0.907346	5.50e-01	-0.60579671	-5.73412	-4.53e-02	NM_016035	
16873809	0.907346	5.50e-01	-0.6057719	-5.73414	-7.76e-02		ENST00000390740
17035264	0.907346	5.50e-01	0.60574311	-5.73416	5.31e-02		ENST00000493326
16895739	0.907346	5.50e-01	0.60572234	-5.73417	6.60e-02		ENST00000296099
16816249	0.907346	5.50e-01	-0.60564724	-5.73421	-7.77e-02	NM_001004067	
16997642	0.907346	5.50e-01	-0.60561637	-5.73423	-6.21e-02	NR_003665	
17048676	0.907346	5.50e-01	0.60557602	-5.73425	6.29e-02		ENST00000518156
17085498	0.907346	5.50e-01	0.60555544	-5.73426	4.87e-02	NR_039688	
16887482	0.907346	5.50e-01	0.60553457	-5.73428	8.75e-02		ENST00000410577
16655277	0.907346	5.50e-01	-0.60553057	-5.73428	-1.49e-01		--normgene->intron
16665207	0.907346	5.50e-01	0.60552567	-5.73428	6.94e-02		ENST00000417420
16823928	0.907346	5.50e-01	-0.60546392	-5.73432	-9.41e-02	NM_004862	
16656329	0.907346	5.50e-01	-0.60546111	-5.73432	-1.36e-01		--normgene->intron
16918240	0.907346	5.50e-01	0.6054323	-5.73433	9.19e-02	NR_046853	
17061097	0.907346	5.50e-01	-0.60541533	-5.73434	-1.27e-01	NM_006989	
17052848	0.907346	5.50e-01	-0.60540807	-5.73435	-7.66e-02	NM_177437	
16813691	0.907346	5.50e-01	0.6053803	-5.73436	9.48e-02	NM_001102612	
16654223	0.907346	5.50e-01	0.60536491	-5.73437	1.18e-01		--normgene->intron
16695643	0.907346	5.50e-01	0.60534969	-5.73438	8.19e-02	NM_001643	
16802408	0.907346	5.50e-01	-0.60534892	-5.73438	-4.53e-02		ENST00000306917
17060376	0.907346	5.50e-01	0.60534062	-5.73439	7.08e-02	AF503615	
16651549	0.907346	5.50e-01	-0.6052785	-5.73442	-1.21e-01		--normgene->intron
16760736	0.907346	5.50e-01	-0.60525199	-5.73444	-6.44e-02		ENST00000266560
16879250	0.907346	5.50e-01	0.6052015	-5.73447	9.64e-02	NM_138801	
16976192	0.907346	5.50e-01	0.60519467	-5.73447	6.70e-02		ENST00000248701
17125224	0.907346	5.50e-01	0.60519238	-5.73447	5.56e-02		--rescue
16961162	0.907346	5.50e-01	0.60517749	-5.73448	8.04e-02		ENST00000475390
17122938	0.907346	5.50e-01	-0.6051511	-5.7345	-1.51e-01		--rescue
16861061	0.907346	5.50e-01	0.60513615	-5.7345	9.04e-02		TCONS_00027005-XLOC_013051
17107420	0.907346	5.50e-01	0.60508636	-5.73453	6.12e-02		ENST00000370519
17114718	0.907346	5.50e-01	0.60508636	-5.73453	6.12e-02		ENST00000370519
16921317	0.907397	5.50e-01	-0.60501279	-5.73458	-4.86e-02		ENST00000266068
16967071	0.907454	5.51e-01	0.60493441	-5.73462	4.17e-02	NM_206919	
16989557	0.907489	5.51e-01	0.60487596	-5.73465	5.69e-02		TCONS_00009522-XLOC_004568
17101027	0.907502	5.51e-01	-0.60483777	-5.73468	-6.10e-02		chrUn(-):30546-31279
16734877	0.907572	5.51e-01	0.60474691	-5.73473	8.88e-02	NM_005330	
16783901	0.907595	5.51e-01	0.60469981	-5.73476	6.30e-02		ENST00000515926
16975480	0.907617	5.51e-01	0.60465404	-5.73478	4.42e-02		TCONS_00008475-XLOC_003937
17088159	0.907633	5.51e-01	0.60461321	-5.7348	1.01e-01	NR_024366	
17117592	0.907634	5.51e-01	0.60454128	-5.73485	8.70e-02	AK058065	
16971526	0.907634	5.51e-01	-0.6044963	-5.73487	-5.77e-02		ENST00000511601
17124090	0.907634	5.51e-01	0.60445813	-5.73489	4.63e-02		--rescue
16794951	0.907634	5.51e-01	0.60442918	-5.73491	6.46e-02		chr14(-):75705319-75735986
16984411	0.907634	5.51e-01	-0.60442744	-5.73491	-6.48e-02		ENST00000503606
16994434	0.907634	5.51e-01	0.6044201	-5.73492	3.92e-02		ENST00000265104
16808340	0.907634	5.51e-01	-0.60441866	-5.73492	-1.59e-01	NR_002318	
16712357	0.907634	5.51e-01	0.60440548	-5.73492	6.81e-02		ENST00000451713
17022353	0.907636	5.51e-01	0.60432661	-5.73497	1.02e-01		--normgene->exon
16987786	0.907636	5.51e-01	-0.60432653	-5.73497	-5.53e-02	NR_000039	
16860992	0.907636	5.51e-01	0.60432609	-5.73497	6.37e-02	NM_001771	
16764108	0.907649	5.51e-01	0.60427812	-5.735	1.96e-01		--normgene->exon
17043365	0.907649	5.51e-01	-0.60423739	-5.73502	-2.04e-01		ENST00000384488
17002595	0.907649	5.51e-01	-0.60423638	-5.73502	-7.07e-02		TCONS_00010547-XLOC_005075
17120492	0.907679	5.51e-01	-0.60418247	-5.73505	-1.08e-01		--rescue
16771816	0.907703	5.51e-01	0.60412857	-5.73508	6.81e-02		ENST00000542678
17018110	0.907703	5.51e-01	0.60408571	-5.73511	5.63e-02	NM_001270401	
16661253	0.907703	5.51e-01	-0.60407422	-5.73511	-9.54e-02	NR_031740	
16977344	0.907703	5.51e-01	-0.60404095	-5.73513	-2.70e-01		--normgene->exon
16950797	0.907703	5.51e-01	0.60400818	-5.73515	6.39e-02		ENST00000273037
16654353	0.907703	5.51e-01	-0.60399226	-5.73516	-1.45e-01		--normgene->intron
16828994	0.907703	5.51e-01	0.60397902	-5.73517	4.61e-02		TCONS_00025089-XLOC_012048
16671068	0.907787	5.51e-01	-0.60386853	-5.73523	-7.58e-02		ENST00000368771
17126200	0.907787	5.51e-01	0.60384935	-5.73524	7.92e-02		--rescue
16783879	0.907787	5.51e-01	0.60379872	-5.73527	4.52e-02		TCONS_00022980-XLOC_010816
16770888	0.907787	5.51e-01	-0.60376164	-5.73529	-6.92e-02	NM_173598	
16656049	0.907787	5.51e-01	-0.60373003	-5.73531	-1.78e-01		--normgene->intron
16661924	0.907787	5.51e-01	0.60372273	-5.73532	1.24e-01		--normgene->exon
17070082	0.907787	5.51e-01	-0.60370765	-5.73532	-8.16e-02		ENST00000220822
16677653	0.907787	5.51e-01	-0.60367932	-5.73534	-5.93e-02		TCONS_00001284-XLOC_000571
16651881	0.907787	5.51e-01	0.60366883	-5.73535	1.69e-01		--normgene->intron
16871158	0.907828	5.51e-01	0.60360428	-5.73538	1.11e-01		TCONS_00027301-XLOC_013301
16936097	0.907949	5.52e-01	0.60342803	-5.73548	6.65e-02	NM_014246	
17104344	0.907949	5.52e-01	0.60334996	-5.73553	1.01e-01	NM_001142504	
16946098	0.907949	5.52e-01	0.60330909	-5.73555	5.39e-02		TCONS_l2_00018876-XLOC_l2_009899
16710344	0.907949	5.52e-01	0.60330269	-5.73556	4.45e-02	NM_032182	
17018963	0.907949	5.52e-01	0.60326349	-5.73558	4.95e-02		ENST00000442781
16927982	0.907949	5.52e-01	-0.60323577	-5.73559	-7.16e-02		TCONS_00029778-XLOC_014177
17056328	0.907949	5.52e-01	0.60323093	-5.7356	5.97e-02	NM_006092	
16737632	0.907949	5.52e-01	-0.60320785	-5.73561	-5.22e-02		TCONS_00019633-XLOC_009434
16928391	0.907949	5.52e-01	0.60318703	-5.73562	8.63e-02	NM_004076	
16848453	0.907949	5.52e-01	-0.60317834	-5.73563	-7.52e-02	NM_001159770	
16653369	0.907949	5.52e-01	-0.60315324	-5.73564	-1.57e-01		--normgene->intron
16653471	0.907949	5.52e-01	-0.60315324	-5.73564	-1.57e-01		--normgene->intron
16654061	0.907949	5.52e-01	-0.6031427	-5.73565	-2.34e-01		--normgene->intron
16852676	0.907949	5.52e-01	0.60312615	-5.73566	4.87e-02	NM_002091	
17120358	0.907949	5.52e-01	0.6031022	-5.73567	4.79e-02		--rescue
16892905	0.907949	5.52e-01	0.60305706	-5.7357	6.98e-02		ENST00000410517
16746520	0.907949	5.52e-01	0.60304699	-5.7357	8.37e-02		ENST00000539568
16953679	0.907949	5.52e-01	0.60301073	-5.73572	6.07e-02	NM_016453	
16947829	0.907949	5.52e-01	-0.6030009	-5.73573	-4.10e-02		ENST00000337002
16897340	0.907971	5.52e-01	0.60295462	-5.73576	5.34e-02		chr2(-):47713153-47715691
16870144	0.907985	5.52e-01	0.60290444	-5.73578	9.73e-02	NM_005234	
16866993	0.907985	5.52e-01	-0.60288999	-5.73579	-5.23e-02	NM_003021	
17008595	0.908012	5.52e-01	0.60283893	-5.73582	3.59e-02	NM_015255	
17119020	0.908025	5.52e-01	0.60280172	-5.73584	9.73e-02		--rescue
17077702	0.908028	5.52e-01	-0.60277247	-5.73586	-4.85e-02		ENST00000523191
16822637	0.908051	5.52e-01	-0.60269004	-5.73591	-2.00e-01	NM_024164	
16952118	0.908051	5.52e-01	-0.60267242	-5.73592	-1.09e-01	NM_014831	
16657089	0.908051	5.52e-01	-0.6026478	-5.73593	-2.07e-01		--normgene->intron
17119934	0.908051	5.52e-01	0.60264763	-5.73593	5.05e-02		--rescue
16775508	0.908066	5.52e-01	0.60258547	-5.73597	6.24e-02	NR_026983	
17092989	0.908066	5.52e-01	-0.60258246	-5.73597	-6.74e-02		ENST00000456198
16710632	0.908078	5.52e-01	-0.60252531	-5.736	-8.82e-02		TCONS_00017723-XLOC_008667
16828485	0.908078	5.52e-01	-0.60250656	-5.73601	-8.58e-02	NM_001077419	
17069905	0.908078	5.52e-01	-0.60249372	-5.73602	-7.33e-02	NM_001011720	
16956897	0.908088	5.52e-01	-0.60243668	-5.73605	-4.92e-02	NM_020654	
16876978	0.908088	5.52e-01	-0.60243314	-5.73605	-5.87e-02	NM_198182	
17125204	0.908096	5.52e-01	0.60232085	-5.73612	7.42e-02		--rescue
17027801	0.908096	5.52e-01	0.60227176	-5.73615	7.37e-02		ENST00000430680
17033344	0.908096	5.52e-01	0.60227176	-5.73615	7.37e-02	NM_205837	
16815372	0.908096	5.52e-01	0.60226264	-5.73615	7.74e-02		ENST00000363334
17058159	0.908096	5.52e-01	0.60225967	-5.73615	4.85e-02		ENST00000364295
16887962	0.908096	5.52e-01	-0.60225474	-5.73616	-7.50e-02		ENST00000249440
16711164	0.908096	5.52e-01	0.60223223	-5.73617	5.38e-02		ENST00000432987
16786297	0.908096	5.52e-01	0.60220706	-5.73618	1.35e-01		ENST00000553470
16975299	0.908096	5.52e-01	-0.60219235	-5.73619	-1.17e-01		--normgene->exon
16775377	0.908104	5.52e-01	0.60213638	-5.73622	1.03e-01		ENST00000383970
16782548	0.908104	5.52e-01	0.60213399	-5.73623	7.13e-02		ENST00000216780
16739253	0.908106	5.52e-01	-0.6020917	-5.73625	-6.13e-02		TCONS_00019652-XLOC_009457
16725916	0.908106	5.52e-01	0.60207979	-5.73626	8.75e-02	NM_012202	
17124262	0.908153	5.52e-01	0.60200728	-5.7363	7.48e-02		--rescue
16761201	0.908153	5.53e-01	-0.60191014	-5.73635	-5.25e-02	NM_001781	
17118146	0.908153	5.53e-01	0.60190145	-5.73636	5.55e-02		chr5(-):141543930-141544770
16653219	0.908153	5.53e-01	-0.60187628	-5.73637	-1.91e-01		--normgene->intron
17123240	0.908153	5.53e-01	-0.60186078	-5.73638	-8.87e-02		--rescue
16830214	0.908153	5.53e-01	0.60183819	-5.73639	6.27e-02	NM_153230	
16882291	0.908153	5.53e-01	0.6018338	-5.7364	5.10e-02	NM_016494	
16697119	0.908153	5.53e-01	-0.60179382	-5.73642	-5.71e-02	NM_005717	
16746267	0.908153	5.53e-01	-0.60175761	-5.73644	-1.11e-01		ENST00000408589
17118864	0.908153	5.53e-01	-0.60175761	-5.73644	-1.11e-01		--rescue
17061117	0.908153	5.53e-01	-0.6017284	-5.73646	-1.27e-01	NM_006989	
17124584	0.908153	5.53e-01	-0.60170501	-5.73647	-7.90e-02		--rescue
16939499	0.908153	5.53e-01	-0.60170065	-5.73647	-2.40e-01		--normgene->exon
16651017	0.90823	5.53e-01	0.60160283	-5.73653	1.06e-01		--normgene->intron
16833917	0.908282	5.53e-01	-0.60151771	-5.73658	-9.16e-02	NM_001195545	
17098016	0.908282	5.53e-01	-0.60149618	-5.73659	-5.94e-02	AF220263	
17004539	0.908282	5.53e-01	0.60147715	-5.7366	6.16e-02		TCONS_00011669-XLOC_005150
17075551	0.908306	5.53e-01	0.60142894	-5.73663	8.34e-02		ENST00000384300
16694617	0.908321	5.53e-01	0.60138087	-5.73666	6.47e-02	NM_178229	
16651807	0.908321	5.53e-01	0.60130847	-5.7367	1.58e-01		--normgene->intron
16842070	0.908321	5.53e-01	0.6013043	-5.7367	6.29e-02	NM_004618	
16849923	0.908321	5.53e-01	0.60128891	-5.73671	7.32e-02		ENST00000576730
16710310	0.908321	5.53e-01	-0.60128661	-5.73671	-5.99e-02		TCONS_00017885-XLOC_008654
16656741	0.908324	5.53e-01	0.60124325	-5.73673	1.55e-01		--normgene->intron
16659404	0.908324	5.53e-01	0.60123127	-5.73674	6.81e-02		ENST00000437631
17120388	0.908404	5.53e-01	0.60113173	-5.7368	5.09e-02		--rescue
16826523	0.908423	5.53e-01	-0.60107265	-5.73683	-6.21e-02	NR_033920	
16918259	0.908423	5.53e-01	0.6010624	-5.73684	5.53e-02	NM_080611	
17107118	0.908465	5.53e-01	-0.60096425	-5.73689	-8.14e-02	NM_152695	
17105230	0.908465	5.53e-01	0.60095014	-5.7369	1.10e-01		TCONS_00017000-XLOC_008022
16951478	0.908465	5.53e-01	-0.60093999	-5.73691	-4.15e-02	NR_027694	
17042946	0.908465	5.53e-01	0.60089852	-5.73693	5.42e-02	NM_001037283	
16771477	0.908465	5.53e-01	-0.60089372	-5.73693	-1.88e-01		--normgene->exon
16835652	0.908564	5.53e-01	0.60077635	-5.737	6.06e-02		ENST00000518420
16892260	0.908575	5.53e-01	-0.60074012	-5.73702	-1.24e-01	NM_001631	
16908985	0.908581	5.53e-01	0.6007081	-5.73704	6.53e-02	NM_001039569	
16698174	0.908581	5.53e-01	-0.6006829	-5.73705	-3.98e-01	NM_004997	
17087230	0.908621	5.53e-01	0.60062036	-5.73709	9.74e-02		TCONS_00015722-XLOC_007483
16732428	0.908624	5.53e-01	0.60059145	-5.73711	6.85e-02	NM_015313	
16768675	0.908651	5.53e-01	0.60048982	-5.73716	9.25e-02	NM_018351	
16852982	0.908651	5.53e-01	0.60043272	-5.7372	1.07e-01	NM_152721	
16828525	0.908651	5.54e-01	-0.60038196	-5.73723	-8.86e-02		--normgene->exon
16774581	0.908651	5.54e-01	0.60033572	-5.73725	5.83e-02		ENST00000310521
16657656	0.908651	5.54e-01	-0.60032543	-5.73726	-5.69e-02	NM_001130045	
17067182	0.908651	5.54e-01	-0.60032067	-5.73726	-1.26e-01		ENST00000522547
16867260	0.908651	5.54e-01	-0.60024619	-5.7373	-8.35e-02	NM_016539	
17077517	0.908651	5.54e-01	0.60011905	-5.73738	6.09e-02		ENST00000518011
16886151	0.908651	5.54e-01	0.60011332	-5.73738	6.09e-02		TCONS_00003011-XLOC_001688
16774102	0.908651	5.54e-01	-0.60006609	-5.73741	-5.37e-02		TCONS_00021754-XLOC_010348
16704320	0.908651	5.54e-01	-0.60003739	-5.73742	-6.63e-02	NM_032023	
16965060	0.908651	5.54e-01	-0.60003537	-5.73742	-9.26e-02		TCONS_00007471-XLOC_003452
16685071	0.908651	5.54e-01	-0.60003336	-5.73742	-8.42e-02		TCONS_00001452-XLOC_000782
16769244	0.908651	5.54e-01	0.59996849	-5.73746	8.26e-02		ENST00000329406
16654715	0.908651	5.54e-01	0.59993808	-5.73748	1.15e-01		--normgene->intron
17123056	0.908651	5.54e-01	0.5999301	-5.73748	8.05e-02		--rescue
16767875	0.908651	5.54e-01	0.59991111	-5.73749	6.45e-02		TCONS_00020849-XLOC_010134
17123220	0.908651	5.54e-01	0.59990054	-5.7375	5.10e-02		--rescue
16844712	0.908651	5.54e-01	-0.59984407	-5.73753	-7.41e-02	NM_002280	
17117622	0.908651	5.54e-01	0.59981546	-5.73755	1.20e-01	XR_110239	
17015707	0.908651	5.54e-01	-0.59980756	-5.73755	-6.30e-02		TCONS_l2_00024614-XLOC_l2_012875
16835141	0.908651	5.54e-01	-0.59978291	-5.73757	-7.72e-02	NM_001114091	
17004688	0.908651	5.54e-01	0.59974918	-5.73759	7.93e-02		TCONS_00011686-XLOC_005163
17024348	0.908651	5.54e-01	-0.59974523	-5.73759	-5.68e-02		TCONS_00011579-XLOC_005863
17032900	0.908651	5.54e-01	0.59970843	-5.73761	6.13e-02	NR_028032	
17040405	0.908651	5.54e-01	0.59970843	-5.73761	6.13e-02	NR_028032	
16992622	0.908651	5.54e-01	0.59970461	-5.73761	1.29e-01		ENST00000239243
16821639	0.908651	5.54e-01	0.5996948	-5.73762	5.12e-02		TCONS_00024491-XLOC_011811
17114766	0.908651	5.54e-01	0.59964794	-5.73764	8.62e-02	NR_030592	
16946429	0.908651	5.54e-01	0.59961988	-5.73766	4.74e-02		TCONS_l2_00019899-XLOC_l2_009905
16918679	0.908651	5.54e-01	-0.59960641	-5.73767	-7.98e-02	AK296878	
16974107	0.908651	5.54e-01	-0.59958858	-5.73768	-6.58e-02	NR_027441	
17123442	0.908651	5.54e-01	-0.59953954	-5.73771	-5.36e-02		--rescue
16872743	0.908651	5.54e-01	-0.59950922	-5.73772	-5.05e-02		ENST00000222330
17120912	0.908651	5.54e-01	0.59947749	-5.73774	6.82e-02		--rescue
16844693	0.908651	5.54e-01	-0.59945363	-5.73775	-6.31e-02	NM_006771	
16748367	0.908651	5.54e-01	-0.59944888	-5.73776	-5.92e-02		TCONS_l2_00005520-XLOC_l2_002892
16757526	0.908651	5.54e-01	0.59940448	-5.73778	5.44e-02	NR_038440	
16933468	0.908651	5.54e-01	0.59938965	-5.73779	7.32e-02	NR_036169	
16650001	0.908651	5.54e-01	0.59936824	-5.7378	1.50e-01		--normgene->intron
16695135	0.908651	5.54e-01	0.59936686	-5.7378	5.58e-02	NR_037870	
16656557	0.908651	5.54e-01	-0.59934878	-5.73781	-1.66e-01		--normgene->intron
16803640	0.908651	5.54e-01	0.59932533	-5.73783	7.31e-02		TCONS_00023478-XLOC_011326
16979024	0.908651	5.54e-01	0.59931874	-5.73783	5.93e-02	NM_001204397	
16674133	0.908651	5.54e-01	0.59929529	-5.73784	5.09e-02		ENST00000569593
16869814	0.908651	5.54e-01	-0.59926281	-5.73786	-8.67e-02	NM_058243	
16975657	0.908651	5.54e-01	0.59922743	-5.73788	4.61e-02		ENST00000459312
16987246	0.908651	5.54e-01	-0.59921228	-5.73789	-5.15e-02		ENST00000362773
16775191	0.908651	5.54e-01	0.59919144	-5.7379	5.03e-02		ENST00000455894
17121134	0.908651	5.54e-01	-0.5991506	-5.73793	-7.08e-02		--rescue
16904223	0.908651	5.54e-01	-0.59913003	-5.73794	-6.61e-02	NM_016836	
16876583	0.908651	5.54e-01	-0.59911905	-5.73794	-7.32e-02		TCONS_00004668-XLOC_001314
16954154	0.908651	5.54e-01	0.59910999	-5.73795	8.79e-02		ENST00000320431
16650185	0.908651	5.54e-01	-0.59910242	-5.73795	-1.40e-01		--normgene->intron
16691929	0.908651	5.54e-01	-0.59909491	-5.73796	-7.73e-02	NR_024510	
16877507	0.908651	5.54e-01	-0.59907618	-5.73797	-8.05e-02		TCONS_00003590-XLOC_001374
16779584	0.908651	5.54e-01	-0.59907416	-5.73797	-4.37e-02		TCONS_00021661-XLOC_010633
17004333	0.908651	5.54e-01	-0.59903027	-5.738	-6.61e-02		chr6(+):3154878-3154982
17004337	0.908651	5.54e-01	-0.59903027	-5.738	-6.61e-02		chr6(+):3225766-3225870
16701350	0.908651	5.54e-01	0.59901758	-5.738	1.21e-01		ENST00000364300
16777067	0.90869	5.54e-01	-0.59893078	-5.73805	-8.45e-02	AL832753	
16943238	0.90869	5.54e-01	-0.59892901	-5.73805	-5.56e-02	AK093118	
16942791	0.908754	5.55e-01	-0.59884408	-5.7381	-6.71e-02		TCONS_00005545-XLOC_002714
16650033	0.908763	5.55e-01	-0.59880996	-5.73812	-9.54e-02		--normgene->intron
16881441	0.908771	5.55e-01	0.59877673	-5.73814	4.82e-02	NM_004097	
16650327	0.908814	5.55e-01	0.59868931	-5.73819	2.13e-01		--normgene->intron
16898533	0.908814	5.55e-01	-0.59865978	-5.73821	-4.47e-02	NM_015463	
16778096	0.908814	5.55e-01	-0.59858656	-5.73825	-5.85e-02		TCONS_00021967-XLOC_010568
16847576	0.908814	5.55e-01	0.5985688	-5.73826	5.68e-02		ENST00000363690
17089868	0.908814	5.55e-01	0.59856257	-5.73826	5.37e-02	NM_019594	
16829006	0.908814	5.55e-01	0.59855542	-5.73827	9.18e-02		ENST00000570286
16794888	0.908814	5.55e-01	0.59853539	-5.73828	6.04e-02	NM_203488	
16999870	0.908814	5.55e-01	0.59847764	-5.73831	7.71e-02	NM_001172700	
17046254	0.908814	5.55e-01	-0.59847437	-5.73831	-5.38e-02	NM_001762	
16797587	0.908814	5.55e-01	-0.59845618	-5.73832	-8.72e-02	AK097017	
16747152	0.908814	5.55e-01	-0.59844224	-5.73833	-6.49e-02		ENST00000538430
16747417	0.908814	5.55e-01	-0.5984241	-5.73834	-7.85e-02	NM_000616	
17063571	0.908814	5.55e-01	0.59839853	-5.73835	1.16e-01		ENST00000459596
16856299	0.908814	5.55e-01	-0.59835044	-5.73838	-8.88e-02	NM_001928	
17003065	0.908814	5.55e-01	0.59831899	-5.7384	7.84e-02	NR_045724	
16938202	0.908814	5.55e-01	-0.59822924	-5.73845	-7.36e-02		ENST00000449613
17105733	0.908814	5.55e-01	-0.59819956	-5.73847	-5.59e-02		ENST00000372629
16689445	0.908814	5.55e-01	0.59818817	-5.73847	4.77e-02		ENST00000516988
17054115	0.908814	5.55e-01	-0.59818315	-5.73848	-7.15e-02		TCONS_00013105-XLOC_006316
16812997	0.908814	5.55e-01	0.59816688	-5.73849	5.93e-02	NM_017996	
16654397	0.908814	5.55e-01	-0.59815513	-5.73849	-1.36e-01		--normgene->intron
16817034	0.908814	5.55e-01	0.59815253	-5.73849	7.79e-02	NM_022097	
16774616	0.908814	5.55e-01	0.5981434	-5.7385	4.52e-02		TCONS_l2_00007398-XLOC_l2_003717
16944502	0.908824	5.55e-01	0.59810847	-5.73852	5.19e-02	NM_001168331	
16794949	0.908831	5.55e-01	0.59802299	-5.73857	1.22e-01		ENST00000516204
16798400	0.908831	5.55e-01	0.59801123	-5.73857	5.30e-02	NR_003497	
16922648	0.908831	5.55e-01	-0.59796384	-5.7386	-4.76e-02		ENST00000399017
17022163	0.908831	5.55e-01	0.59794196	-5.73861	5.81e-02	NM_002726	
16963220	0.908831	5.55e-01	0.59789695	-5.73864	1.16e-01	NR_003264	
17059955	0.908831	5.55e-01	-0.59787488	-5.73865	-1.89e-01	NM_002612	
16692077	0.908831	5.55e-01	-0.59785858	-5.73866	-1.19e-01		ENST00000421937
16654837	0.908831	5.55e-01	0.59784814	-5.73867	1.63e-01		--normgene->intron
17005838	0.908831	5.55e-01	0.59784546	-5.73867	5.61e-02	NR_038292	
17112198	0.908831	5.55e-01	-0.59784383	-5.73867	-4.97e-02	NM_183353	
16835629	0.908831	5.55e-01	-0.59781789	-5.73868	-9.73e-02		--normgene->exon
16690339	0.908883	5.55e-01	-0.59770536	-5.73875	-7.72e-02		ENST00000459420
